imdbID,value,Type
tt0461770,Family,Genre
tt0465234,Mystery,Genre
tt1023481,Romance,Genre
tt0997047,Drama,Genre
tt0499448,Family,Genre
tt0910970,Family,Genre
tt1046997,War,Genre
tt1014775,Drama,Genre
tt1050739,Comedy,Genre
tt0397892,Comedy,Genre
tt0960731,Family,Genre
tt1075417,Family,Genre
tt1114677,Family,Genre
tt1049413,Comedy,Genre
tt1176731,Family,Genre
tt1041829,Romance,Genre
tt0436339,Adventure,Genre
tt0986263,Thriller,Genre
tt1067106,Family,Genre
tt0780521,Comedy,Genre
tt1014759,Fantasy,Genre
tt1294226,Romance,Genre
tt1723746,Comedy,Genre
tt0473075,Fantasy,Genre
tt0435761,Comedy,Genre
tt0963966,Family,Genre
tt1193631,Romance,Genre
tt1028576,Family,Genre
tt0398286,Comedy,Genre
tt1274300,Fantasy,Genre
tt1104001,Sci-Fi,Genre
tt0377981,Comedy,Genre
tt1452293,Fantasy,Genre
tt1464540,Sci-Fi,Genre
tt1305591,Adventure,Genre
tt1604171,Family,Genre
tt1298650,Fantasy,Genre
tt1216475,Comedy,Genre
tt1449283,Comedy,Genre
tt0433035,Sci-Fi,Genre
tt1204342,Family,Genre
tt1568911,Drama,Genre
tt0401729,Sci-Fi,Genre
tt0848228,Sci-Fi,Genre
tt2404027,Adventure,Genre
tt1217209,Comedy,Genre
tt1462769,Family,Genre
tt1142977,Family,Genre
tt1217213,Fantasy,Genre
tt1772341,Comedy,Genre
tt0443272,History,Genre
tt1623205,Fantasy,Genre
tt1300854,Sci-Fi,Genre
tt1453405,Comedy,Genre
tt1210819,Western,Genre
tt1691917,Comedy,Genre
tt1837703,Drama,Genre
tt1981115,Fantasy,Genre
tt2294629,Comedy,Genre
tt2140373,Drama,Genre
tt2281587,Crime,Genre
tt2483260,Family,Genre
tt1843866,Sci-Fi,Genre
tt1647668,Sport,Genre
tt1587310,Family,Genre
tt2980706,Comedy,Genre
tt2015381,Comedy,Genre
tt1698641,Family,Genre
tt2245084,Adventure,Genre
tt2180411,Drama,Genre
tt4191054,Comedy,Genre
tt2097298,Sport,Genre
tt1661199,Fantasy,Genre
tt2395427,Sci-Fi,Genre
tt1964418,Family,Genre
tt2096673,Comedy,Genre
tt0478970,Comedy,Genre
tt3682448,Thriller,Genre
tt1979388,Comedy,Genre
tt2025690,History,Genre
tt2948356,Comedy,Genre
tt3040964,Family,Genre
tt3498820,Sci-Fi,Genre
tt2567026,Fantasy,Genre
tt2277860,Comedy,Genre
tt3691740,Fantasy,Genre
tt2788732,Comedy,Genre
tt4341582,Sport,Genre
tt1211837,Fantasy,Genre
tt3521164,Comedy,Genre
tt3748528,Sci-Fi,Genre
tt5074352,Drama,Genre
tt2771200,Musical,Genre
tt3896198,Comedy,Genre
tt1790809,Fantasy,Genre
tt3606752,Comedy,Genre
tt3501632,Comedy,Genre
tt2380307,Family,Genre
tt1825683,Sci-Fi,Genre
tt1620680,Fantasy,Genre
tt4154756,Sci-Fi,Genre
tt3778644,Sci-Fi,Genre
tt3606756,Adventure,Genre
tt5095030,Comedy,Genre
tt4575576,Drama,Genre
tt5523010,Fantasy,Genre
tt5848272,Comedy,Genre
tt5028340,Fantasy,Genre
tt6823368,Thriller,Genre
tt4154664,Sci-Fi,Genre
tt3861390,Fantasy,Genre
tt4154796,Drama,Genre
tt3361792,Romance,Genre
tt6139732,Fantasy,Genre
tt6565702,Sci-Fi,Genre
tt1979376,Comedy,Genre
tt7734218,Crime,Genre
tt6105098,Drama,Genre
tt1478839,Romance,Genre
tt7798634,Mystery,Genre
tt2935510,Mystery,Genre
tt7549996,Romance,Genre
tt4682804,Thriller,Genre
tt2584384,War,Genre
tt4777008,Fantasy,Genre
tt6450804,Sci-Fi,Genre
tt5097410,Fantasy,Genre
tt8096832,Drama,Genre
tt1950186,Drama,Genre
tt4520988,Comedy,Genre
tt5827916,Romance,Genre
tt5116302,Drama,Genre
tt11464830,Drama,Genre
tt5814534,Adventure,Genre
tt5774060,Sci-Fi,Genre
tt6820324,Drama,Genre
tt7504726,Family,Genre
tt7146812,Comedy,Genre
tt8722888,Crime,Genre
tt12036052,Biography,Genre
tt3089630,Fantasy,Genre
tt8503618,History,Genre
tt12607910,Fantasy,Genre
tt3979300,Fantasy,Genre
tt3661394,Drama,Genre
tt4682266,Sci-Fi,Genre
tt4566758,Drama,Genre
tt5867314,Horror,Genre
tt11681250,Family,Genre
tt0263027,Family,Genre
tt0029583,Musical,Genre
tt0032910,Fantasy,Genre
tt0032455,Music,Genre
tt0033563,Musical,Genre
tt0036497,War,Genre
tt0038718,Family,Genre
tt0038969,Fantasy,Genre
tt0039404,Family,Genre
tt0040580,Musical,Genre
tt0041890,Musical,Genre
tt0041094,Fantasy,Genre
tt0042332,Musical,Genre
tt0043274,Fantasy,Genre
tt0046183,Fantasy,Genre
tt0046387,History,Genre
tt0046672,Fantasy,Genre
tt0047977,Western,Genre
tt0048280,Drama,Genre
tt0049279,War,Genre
tt0049125,Family,Genre
tt0050567,War,Genre
tt0050837,Romance,Genre
tt0050798,Western,Genre
tt0051864,Romance,Genre
tt0052300,Western,Genre
tt0053285,Musical,Genre
tt0052722,Romance,Genre
tt0055254,Family,Genre
tt0054594,Sport,Genre
tt0054649,Musical,Genre
tt0055807,Drama,Genre
tt0057312,War,Genre
tt0057473,Western,Genre
tt0057546,Family,Genre
tt0058371,Romance,Genre
tt0058331,Musical,Genre
tt0058056,Crime,Genre
tt0059793,Thriller,Genre
tt0060408,History,Genre
tt0061333,Family,Genre
tt0061852,Musical,Genre
tt0061749,Romance,Genre
tt0063389,Musical,Genre
tt0067985,Drama,Genre
tt0065421,Family,Genre
tt0067712,Romance,Genre
tt0066817,Family,Genre
tt0070928,Sport,Genre
tt0070608,Family,Genre
tt0071607,Romance,Genre
tt0071671,Sci-Fi,Genre
tt0072951,Mystery,Genre
tt0075016,Mystery,Genre
tt0076363,Family,Genre
tt0076618,Family,Genre
tt0076137,Crime,Genre
tt0076538,Family,Genre
tt0075807,Family,Genre
tt0078158,Fantasy,Genre
tt0077698,Western,Genre
tt0078358,Sport,Genre
tt0079639,Family,Genre
tt0079588,Musical,Genre
tt0080062,Fantasy,Genre
tt0081738,Thriller,Genre
tt0080861,Fantasy,Genre
tt0081353,Fantasy,Genre
tt0082406,Family,Genre
tt0082199,Drama,Genre
tt0082810,Thriller,Genre
tt0089908,Horror,Genre
tt0088814,Family,Genre
tt0089652,Sci-Fi,Genre
tt0091149,Musical,Genre
tt0091059,Sci-Fi,Genre
tt0092513,Romance,Genre
tt0094025,Thriller,Genre
tt0093175,Romance,Genre
tt0093105,War,Genre
tt0096098,Drama,Genre
tt0096438,Crime,Genre
tt0095776,Family,Genre
tt0097523,Sci-Fi,Genre
tt0098536,Thriller,Genre
tt0097579,Thriller,Genre
tt0097757,Musical,Genre
tt0099422,Music,Genre
tt0099052,Thriller,Genre
tt0099472,Family,Genre
tt0100477,Drama,Genre
tt0098966,Romance,Genre
tt0102593,Thriller,Genre
tt0102803,Sci-Fi,Genre
tt0103184,Mystery,Genre
tt0101694,Thriller,Genre
tt0101414,Musical,Genre
tt0105417,Music,Genre
tt0104990,Musical,Genre
tt0104437,Romance,Genre
tt0103596,Sport,Genre
tt0104868,Sport,Genre
tt0104006,Thriller,Genre
tt0103639,Family,Genre
tt0104940,Fantasy,Genre
tt0107131,Family,Genre
tt0106868,Romance,Genre
tt0106223,Family,Genre
tt0108255,Fantasy,Genre
tt0107626,Romance,Genre
tt0107889,Sport,Genre
tt0106611,History,Genre
tt0107688,Musical,Genre
tt0108333,Family,Genre
tt0108358,History,Genre
tt0109520,Sport,Genre
tt0110357,Family,Genre
tt0110093,Thriller,Genre
tt0109127,Sport,Genre
tt0111400,Thriller,Genre
tt0111271,Family,Genre
tt0111070,Fantasy,Genre
tt0110006,Sport,Genre
tt0111359,Western,Genre
tt0113463,Romance,Genre
tt0113198,Family,Genre
tt0112740,War,Genre
tt0114148,Family,Genre
tt0113492,Thriller,Genre
tt0114048,Drama,Genre
tt0113538,Fantasy,Genre
tt0112819,Thriller,Genre
tt0113044,Romance,Genre
tt0114168,Sci-Fi,Genre
tt0112302,Family,Genre
tt0114709,Family,Genre
tt0117110,Family,Genre
tt0116552,Romance,Genre
tt0116683,Fantasy,Genre
tt0116583,Musical,Genre
tt0117333,Sci-Fi,Genre
tt0116756,Musical,Genre
tt0116000,Family,Genre
tt0115433,Family,Genre
tt0117372,Romance,Genre
tt0116250,Musical,Genre
tt0119664,Drama,Genre
tt0119937,Sport,Genre
tt0120317,Family,Genre
tt0119229,Romance,Genre
tt0119094,Thriller,Genre
tt0119282,Family,Genre
tt0119190,Family,Genre
tt0119807,Crime,Genre
tt0118570,Sport,Genre
tt0120201,Thriller,Genre
tt0118604,Thriller,Genre
tt0119485,War,Genre
tt0118956,Sci-Fi,Genre
tt0120828,Romance,Genre
tt0120762,Fantasy,Genre
tt0120591,Thriller,Genre
tt0120783,Family,Genre
tt0120623,Family,Genre
tt0120751,Fantasy,Genre
tt0187819,Drama,Genre
tt0162677,Thriller,Genre
tt0141369,Crime,Genre
tt0146675,Thriller,Genre
tt0120363,Family,Genre
tt0220099,Family,Genre
tt0146882,Romance,Genre
tt0130623,Thriller,Genre
tt0184894,Western,Genre
tt0200550,Romance,Genre
tt0134630,Romance,Genre
tt0217869,Thriller,Genre
tt0120917,Family,Genre
tt0190590,Music,Genre
tt0238948,Thriller,Genre
tt0213149,Romance,Genre
tt0230011,Family,Genre
tt0258470,Sci-Fi,Genre
tt0198781,Family,Genre
tt0281373,Sport,Genre
tt0245844,Thriller,Genre
tt0280030,Fantasy,Genre
tt0259288,Romance,Genre
tt0275847,Drama,Genre
tt0253556,Thriller,Genre
tt0276033,Musical,Genre
tt0286106,Thriller,Genre
tt0283084,Romance,Genre
tt0267248,Thriller,Genre
tt0133240,Sci-Fi,Genre
tt0283426,Musical,Genre
tt0323642,Family,Genre
tt0311289,Family,Genre
tt0306841,Music,Genre
tt0266543,Family,Genre
tt0322330,Music,Genre
tt0316356,Western,Genre
tt0312549,Thriller,Genre
tt0328880,Family,Genre
tt0338094,Horror,Genre
tt0350194,Family,Genre
tt0349825,Sport,Genre
tt0361467,Romance,Genre
tt0317648,Drama,Genre
tt0299172,Family,Genre
tt0318974,Western,Genre
tt0327437,Family,Genre
tt0349683,History,Genre
tt0339412,Sport,Genre
tt0317705,Family,Genre
tt0368891,Thriller,Genre
tt0362270,Drama,Genre
tt0407121,Fantasy,Genre
tt0395699,Family,Genre
tt0396652,Sport,Genre
tt0400497,Fantasy,Genre
tt0405325,Sci-Fi,Genre
tt0361089,Family,Genre
tt0371606,Family,Genre
tt0402894,Romance,Genre
tt0441796,Sci-Fi,Genre
tt0405469,Family,Genre
tt0317219,Sport,Genre
tt0462590,Romance,Genre
tt0482571,Thriller,Genre
tt0452681,Fantasy,Genre
tt0453467,Thriller,Genre
tt0472043,Thriller,Genre
tt0808096,Fantasy,Genre
tt0396555,Family,Genre
tt0435670,Mystery,Genre
tt0382932,Family,Genre
tt0467110,Family,Genre
tt0461770,Fantasy,Genre
tt0465234,Thriller,Genre
tt0997047,Family,Genre
tt0499448,Fantasy,Genre
tt0910970,Sci-Fi,Genre
tt1014775,Family,Genre
tt1050739,Family,Genre
tt0397892,Family,Genre
tt0960731,Fantasy,Genre
tt1075417,Fantasy,Genre
tt1114677,Music,Genre
tt1049413,Family,Genre
tt1176731,Fantasy,Genre
tt0436339,Comedy,Genre
tt1067106,Fantasy,Genre
tt0780521,Family,Genre
tt1723746,Family,Genre
tt0435761,Family,Genre
tt0963966,Fantasy,Genre
tt1028576,History,Genre
tt0398286,Family,Genre
tt1274300,Romance,Genre
tt0377981,Family,Genre
tt1452293,Mystery,Genre
tt1464540,Thriller,Genre
tt1305591,Family,Genre
tt1604171,Romance,Genre
tt1216475,Family,Genre
tt1449283,Family,Genre
tt0433035,Sport,Genre
tt1204342,Musical,Genre
tt1568911,History,Genre
tt1217209,Family,Genre
tt1462769,Fantasy,Genre
tt1142977,Horror,Genre
tt1772341,Family,Genre
tt0443272,War,Genre
tt1453405,Family,Genre
tt1691917,Family,Genre
tt1837703,Thriller,Genre
tt2294629,Family,Genre
tt2281587,Family,Genre
tt2483260,Fantasy,Genre
tt1843866,Thriller,Genre
tt1587310,Fantasy,Genre
tt2980706,Family,Genre
tt2015381,Sci-Fi,Genre
tt1698641,Fantasy,Genre
tt2245084,Family,Genre
tt2180411,Fantasy,Genre
tt4191054,Family,Genre
tt1661199,Romance,Genre
tt1964418,Fantasy,Genre
tt2096673,Drama,Genre
tt0478970,Sci-Fi,Genre
tt1979388,Drama,Genre
tt2025690,Thriller,Genre
tt2948356,Crime,Genre
tt3040964,Fantasy,Genre
tt2277860,Family,Genre
tt2788732,Drama,Genre
tt1211837,Sci-Fi,Genre
tt3521164,Family,Genre
tt5074352,Sport,Genre
tt2771200,Romance,Genre
tt3896198,Sci-Fi,Genre
tt3606752,Family,Genre
tt3501632,Fantasy,Genre
tt2380307,Fantasy,Genre
tt1620680,Sci-Fi,Genre
tt3606756,Comedy,Genre
tt5095030,Sci-Fi,Genre
tt4575576,Family,Genre
tt5848272,Family,Genre
tt5028340,Musical,Genre
tt4154796,Sci-Fi,Genre
tt3361792,War,Genre
tt6139732,Musical,Genre
tt1979376,Family,Genre
tt7734218,Thriller,Genre
tt6105098,Family,Genre
tt1478839,Sport,Genre
tt7798634,Thriller,Genre
tt2935510,Sci-Fi,Genre
tt8096832,Family,Genre
tt1950186,Sport,Genre
tt4520988,Family,Genre
tt5827916,War,Genre
tt5116302,Family,Genre
tt11464830,Family,Genre
tt5814534,Comedy,Genre
tt5774060,Thriller,Genre
tt6820324,Family,Genre
tt7146812,Family,Genre
tt8722888,Drama,Genre
tt12036052,Family,Genre
tt3089630,Sci-Fi,Genre
tt8503618,Musical,Genre
tt12607910,Music,Genre
tt3661394,Family,Genre
tt4566758,Family,Genre
tt5867314,Mystery,Genre
tt11681250,Fantasy,Genre
tt0029583,Romance,Genre
tt0032910,Musical,Genre
tt0032455,Musical,Genre
tt0038718,Music,Genre
tt0038969,Musical,Genre
tt0039404,Fantasy,Genre
tt0041094,Horror,Genre
tt0042332,Romance,Genre
tt0043274,Musical,Genre
tt0046183,Musical,Genre
tt0046672,Sci-Fi,Genre
tt0048280,Family,Genre
tt0049279,Western,Genre
tt0049125,Western,Genre
tt0051864,Western,Genre
tt0053285,Romance,Genre
tt0054649,Romance,Genre
tt0055807,Romance,Genre
tt0057546,Fantasy,Genre
tt0058371,Thriller,Genre
tt0060408,Romance,Genre
tt0061333,Romance,Genre
tt0063389,Western,Genre
tt0067985,Family,Genre
tt0065421,Musical,Genre
tt0067712,Western,Genre
tt0066817,Fantasy,Genre
tt0070608,Musical,Genre
tt0072951,Sci-Fi,Genre
tt0075016,Thriller,Genre
tt0076363,Musical,Genre
tt0076618,Fantasy,Genre
tt0076137,Family,Genre
tt0076538,Fantasy,Genre
tt0080062,Sci-Fi,Genre
tt0081353,Musical,Genre
tt0082199,Family,Genre
tt0089908,Mystery,Genre
tt0088814,Fantasy,Genre
tt0091149,Mystery,Genre
tt0096098,Thriller,Genre
tt0096438,Family,Genre
tt0095776,Musical,Genre
tt0097757,Romance,Genre
tt0099422,Romance,Genre
tt0099472,Fantasy,Genre
tt0100477,Family,Genre
tt0101414,Romance,Genre
tt0104437,Sci-Fi,Genre
tt0103639,Fantasy,Genre
tt0104940,Musical,Genre
tt0108255,Sci-Fi,Genre
tt0106611,Sport,Genre
tt0108333,Romance,Genre
tt0108358,Western,Genre
tt0110357,Musical,Genre
tt0113198,Musical,Genre
tt0114148,Musical,Genre
tt0114048,Family,Genre
tt0113538,Romance,Genre
tt0112819,War,Genre
tt0114168,Thriller,Genre
tt0112302,Romance,Genre
tt0114709,Fantasy,Genre
tt0117110,Musical,Genre
tt0116683,Musical,Genre
tt0116583,Romance,Genre
tt0116000,Sport,Genre
tt0119664,Thriller,Genre
tt0120317,Mystery,Genre
tt0119229,Thriller,Genre
tt0119282,Fantasy,Genre
tt0119190,Romance,Genre
tt0120762,Musical,Genre
tt0120783,Romance,Genre
tt0120751,Thriller,Genre
tt0187819,Family,Genre
tt0141369,Family,Genre
tt0120363,Fantasy,Genre
tt0220099,Musical,Genre
tt0120917,Fantasy,Genre
tt0213149,War,Genre
tt0230011,Fantasy,Genre
tt0198781,Fantasy,Genre
tt0259288,Thriller,Genre
tt0275847,Family,Genre
tt0323642,Musical,Genre
tt0311289,Mystery,Genre
tt0306841,Romance,Genre
tt0322330,Romance,Genre
tt0328880,Fantasy,Genre
tt0338094,Mystery,Genre
tt0350194,Fantasy,Genre
tt0317648,Sport,Genre
tt0299172,Music,Genre
tt0327437,Western,Genre
tt0349683,War,Genre
tt0362270,Romance,Genre
tt0407121,Musical,Genre
tt0400497,Romance,Genre
tt0361089,War,Genre
tt0371606,Fantasy,Genre
tt0441796,Thriller,Genre
tt0808096,Mystery,Genre
tt0396555,Sci-Fi,Genre
tt0435670,Thriller,Genre
tt0382932,Fantasy,Genre
tt0467110,Fantasy,Genre
tt0461770,Musical,Genre
tt1014775,Romance,Genre
tt1050739,Fantasy,Genre
tt0397892,Fantasy,Genre
tt0960731,Romance,Genre
tt1075417,Sci-Fi,Genre
tt1114677,Romance,Genre
tt0436339,Family,Genre
tt0780521,Fantasy,Genre
tt1723746,Music,Genre
tt0435761,Fantasy,Genre
tt1028576,Sport,Genre
tt0398286,Fantasy,Genre
tt0377981,Fantasy,Genre
tt1305591,Sci-Fi,Genre
tt1216475,Sci-Fi,Genre
tt1449283,Musical,Genre
tt1568911,War,Genre
tt1217209,Fantasy,Genre
tt1142977,Sci-Fi,Genre
tt1772341,Fantasy,Genre
tt1453405,Fantasy,Genre
tt2294629,Fantasy,Genre
tt2281587,Musical,Genre
tt1587310,Romance,Genre
tt2980706,Fantasy,Genre
tt2245084,Sci-Fi,Genre
tt2180411,Musical,Genre
tt4191054,Fantasy,Genre
tt1964418,Mystery,Genre
tt2096673,Family,Genre
tt1979388,Family,Genre
tt2948356,Family,Genre
tt2788732,Family,Genre
tt3521164,Fantasy,Genre
tt3606752,Sport,Genre
tt3501632,Sci-Fi,Genre
tt2380307,Music,Genre
tt3606756,Family,Genre
tt4575576,Fantasy,Genre
tt5848272,Fantasy,Genre
tt6139732,Romance,Genre
tt1979376,Fantasy,Genre
tt6105098,Musical,Genre
tt2935510,Thriller,Genre
tt8096832,Musical,Genre
tt4520988,Fantasy,Genre
tt5116302,History,Genre
tt11464830,History,Genre
tt5814534,Family,Genre
tt6820324,Fantasy,Genre
tt7146812,Fantasy,Genre
tt8722888,Fantasy,Genre
tt3661394,Fantasy,Genre
tt4566758,Fantasy,Genre
tt5867314,Thriller,Genre
tt0039404,Musical,Genre
tt0048280,Romance,Genre
tt0057546,Musical,Genre
tt0061333,Western,Genre
tt0067985,Western,Genre
tt0066817,Musical,Genre
tt0070608,Romance,Genre
tt0076137,Romance,Genre
tt0076538,Musical,Genre
tt0081353,Romance,Genre
tt0082199,Romance,Genre
tt0096438,Fantasy,Genre
tt0099422,Thriller,Genre
tt0100477,Fantasy,Genre
tt0103639,Musical,Genre
tt0113198,Romance,Genre
tt0114148,Romance,Genre
tt0114048,War,Genre
tt0112302,Western,Genre
tt0117110,Romance,Genre
tt0119282,Musical,Genre
tt0120762,War,Genre
tt0187819,Fantasy,Genre
tt0141369,Sci-Fi,Genre
tt0230011,Sci-Fi,Genre
tt0275847,Fantasy,Genre
tt0323642,Mystery,Genre
tt0350194,Musical,Genre
tt0317648,Western,Genre
tt0299172,Western,Genre
tt0407121,Mystery,Genre
tt0400497,Sport,Genre
tt0371606,Sci-Fi,Genre
tt0808096,Sci-Fi,Genre
tt0467110,Sci-Fi,Genre
tt0461770,Romance,Genre
tt1050739,Romance,Genre
tt0960731,Sci-Fi,Genre
tt1075417,Thriller,Genre
tt0436339,Fantasy,Genre
tt0780521,Musical,Genre
tt0398286,Musical,Genre
tt0377981,Romance,Genre
tt1216475,Sport,Genre
tt2294629,Musical,Genre
tt2281587,Mystery,Genre
tt4191054,Musical,Genre
tt1964418,Sci-Fi,Genre
tt2096673,Fantasy,Genre
tt1979388,Fantasy,Genre
tt2948356,Mystery,Genre
tt2788732,Fantasy,Genre
tt3521164,Musical,Genre
tt2380307,Mystery,Genre
tt3606756,Sci-Fi,Genre
tt8096832,Romance,Genre
tt4520988,Musical,Genre
tt5814534,Sci-Fi,Genre
tt8722888,Sci-Fi,Genre
tt0039404,Romance,Genre
tt0076137,Sport,Genre
tt0096438,Mystery,Genre
tt0100477,Mystery,Genre
tt0103639,Romance,Genre
tt0119282,Romance,Genre
tt0187819,Sci-Fi,Genre
tt0275847,Sci-Fi,Genre
tt0350194,Sci-Fi,Genre
tt0808096,Thriller,Genre
tt0436339,Sci-Fi,Genre
tt0780521,Romance,Genre
tt0398286,Romance,Genre
tt4191054,Romance,Genre
tt0029583,William Cottrell,Director
tt0032910,Norman Ferguson,Director
tt0032455,James Algar,Director
tt0034091,Alfred L. Werker,Director
tt0033563,Samuel Armstrong,Director
tt0034492,James Algar,Director
tt0036497,James Algar,Director
tt0038718,Robert Cormack,Director
tt0038969,Harve Foster,Director
tt0039404,Jack Kinney,Director
tt0040580,Clyde Geronimi,Director
tt0041890,Harold D. Schuster,Director
tt0041094,James Algar,Director
tt0042332,Clyde Geronimi,Director
tt0043067,Byron Haskin,Director
tt0043274,Clyde Geronimi,Director
tt0045197,Ken Annakin,Director
tt0046183,Clyde Geronimi,Director
tt0046387,Ken Annakin,Director
tt0046008,James Algar,Director
tt0047642,James Algar,Director
tt0046672,Richard Fleischer,Director
tt0047977,Norman Foster,Director
tt0048280,Clyde Geronimi,Director
tt0047803,James Algar,Director
tt0048304,Roberto Gavaldón,Director
tt0049279,Francis D. Lyon,Director
tt0049125,Norman Foster,Director
tt0049733,James Algar,Director
tt0049945,William Beaudine,Director
tt0050567,Robert Stevenson,Director
tt0050837,Paul Kenworthy,Director
tt0050798,Robert Stevenson,Director
tt0051936,Jerry Hopper,Director
tt0051864,Herschel Daugherty,Director
tt0052389,James Algar,Director
tt0052300,Lewis R. Foster,Director
tt0053285,Clyde Geronimi,Director
tt0053271,Charles Barton,Director
tt0052722,Robert Stevenson,Director
tt0052627,Frank Borzage,Director
tt0052424,Charles Barton,Director
tt0053352,Ken Annakin,Director
tt0054390,Charles Barton,Director
tt0054195,David Swift,Director
tt0053977,James Algar,Director
tt0054372,William Beaudine,Director
tt0054357,Ken Annakin,Director
tt0055254,Clyde Geronimi,Director
tt0054594,Robert Stevenson,Director
tt0055277,David Swift,Director
tt0055232,Jack Couffer,Director
tt0054944,Don Chaffey,Director
tt0054649,Jack Donohue,Director
tt0056249,James Neilson,Director
tt0055807,James Neilson,Director
tt0055793,Norman Tokar,Director
tt0055740,Steve Previn,Director
tt0056173,Steve Previn,Director
tt0056095,Robert Stevenson,Director
tt0057518,Robert Stevenson,Director
tt0057312,Arthur Hiller,Director
tt0057473,Norman Tokar,Director
tt0057542,James Neilson,Director
tt0057180,Fletcher Markle,Director
tt0057546,Wolfgang Reitherman,Director
tt0058657,Norman Tokar,Director
tt0058355,Robert Stevenson,Director
tt0058371,James Neilson,Director
tt0058331,Robert Stevenson,Director
tt0058056,Peter Tewksbury,Director
tt0059796,Norman Tokar,Director
tt0059462,Robert Stevenson,Director
tt0059793,Robert Stevenson,Director
tt0061135,Norman Tokar,Director
tt0060640,Byron Paul,Director
tt0060408,Michael O'Herlihy,Director
tt0060420,Norman Tokar,Director
tt0061989,Andrew V. McLaglen,Director
tt0061333,James Neilson,Director
tt0061715,Robert Stevenson,Director
tt0062793,Winston Hibler,Director
tt0061852,Wolfgang Reitherman,Director
tt0061749,Norman Tokar,Director
tt0062737,Robert Stevenson,Director
tt0063389,Michael O'Herlihy,Director
tt0063341,Jerry Paris,Director
tt0063091,Norman Tokar,Director
tt0064603,Robert Stevenson,Director
tt0065003,Michael O'Herlihy,Director
tt0064875,Norman Tokar,Director
tt0065566,Robert Butler,Director
tt0065943,Ron Kelly,Director
tt0065482,Norman Tokar,Director
tt0067985,Robert Totten,Director
tt0065421,Wolfgang Reitherman,Director
tt0066811,Robert Butler,Director
tt0067712,Robert Butler,Director
tt0066728,Vincent McEveety,Director
tt0066817,Robert Stevenson,Director
tt0068276,Vincent McEveety,Director
tt0069031,Robert Butler,Director
tt0068990,Bernard McEveety,Director
tt0069199,Jerome Courtland,Director
tt0069291,Norman Tokar,Director
tt0070928,Robert Scheerer,Director
tt0069866,Vincent McEveety,Director
tt0070481,Bernard McEveety,Director
tt0070608,Wolfgang Reitherman,Director
tt0070716,Vincent McEveety,Director
tt0071607,Robert Stevenson,Director
tt0071199,Bernard McEveety,Director
tt0071288,Vincent McEveety,Director
tt0071671,Robert Stevenson,Director
tt0073760,Vincent McEveety,Director
tt0072951,John Hough,Director
tt0072653,Norman Tokar,Director
tt0075016,Robert Stevenson,Director
tt0072696,James Algar,Director
tt0075141,Don Chaffey,Director
tt0074968,Norman Tokar,Director
tt0075347,Vincent McEveety,Director
tt0074599,Vincent McEveety,Director
tt0075200,Robert Stevenson,Director
tt0076054,Gary Nelson,Director
tt0076363,John Lounsbery,Director
tt0287003,Jack Speirs,Director
tt0076618,John Lounsbery,Director
tt0076137,Vincent McEveety,Director
tt0076538,Don Chaffey,Director
tt0075807,Norman Tokar,Director
tt0078158,John Hough,Director
tt0077305,Norman Tokar,Director
tt0077698,Robert Butler,Director
tt0078358,Kieth Merrill,Director
tt0079639,Bruce Bilson,Director
tt0079588,James Frawley,Director
tt0078790,Vincent McEveety,Director
tt0080062,Russ Mayberry,Director
tt0078869,Gary Nelson,Director
tt0079481,Robert Clouse,Director
tt0081159,Michael Nankin,Director
tt0081738,John Hough,Director
tt0080861,Vincent McEveety,Director
tt0081031,Charles Jarrott,Director
tt0081353,Robert Altman,Director
tt0082263,Steven Hilliard Stern,Director
tt0082017,Vincent McEveety,Director
tt0082288,Matthew Robbins,Director
tt0082406,Ted Berman,Director
tt0082199,Charles Jarrott,Director
tt0082810,Delbert Mann,Director
tt0084827,Steven Lisberger,Director
tt0084783,Tim Hunter,Director
tt0086476,Michael Tuchner,Director
tt0086336,Jack Clayton,Director
tt0086005,Carroll Ballard,Director
tt0086220,Donald Shebib,Director
tt0088161,Ron Howard,Director
tt0087091,Richard Pearce,Director
tt0088760,Bill Norton,Director
tt0089908,Walter Murch,Director
tt0088814,Ted Berman,Director
tt0089652,Jonathan R. Betuel,Director
tt0089385,Jeremy Kagan,Director
tt0089731,Phillip Borsos,Director
tt0090966,Paul Mazursky,Director
tt0091668,Michael Dinner,Director
tt0091877,Jim Abrahams,Director
tt0091149,Ron Clements,Director
tt0091059,Randal Kleiser,Director
tt0092105,Jeff Kanew,Director
tt0090863,Martin Scorsese,Director
tt0093690,Arthur Hiller,Director
tt0094155,Barry Levinson,Director
tt0092974,John R. Cherry III,Director
tt0092638,Joe Camp,Director
tt0092513,Chris Columbus,Director
tt0094025,John Badham,Director
tt0092718,Steve Rash,Director
tt0093175,Frank Perry,Director
tt0094137,Leonard Nimoy,Director
tt0093105,Barry Levinson,Director
tt0096098,Roger Spottiswoode,Director
tt0094933,Annabel Jankel,Director
tt0095993,Geoff Burrowes,Director
tt0094739,Jim Abrahams,Director
tt0096438,Robert Zemeckis,Director
tt0094889,Roger Donaldson,Director
tt0095981,Ferdinand Fairfax,Director
tt0095288,Chris Columbus,Director
tt0095238,Leonard Nimoy,Director
tt0095107,John R. Cherry III,Director
tt0095776,George Scribner,Director
tt0094715,Garry Marshall,Director
tt0098471,Francis Veber,Director
tt0097965,Woody Allen,Director
tt0097211,Jim Kouf,Director
